"word"	"count"
"patrick"	208
"patriot"	141
"patrol"	112
"patron"	101
"pattern"	367
"patterson"	29
"patti"	97
"patton"	23
"paul"	636
"paula"	43
"paus"	97
"pave"	30
"pavement"	27
"pavilion"	43
"paw"	43
"pay"	1635
"paycheck"	42
"payment"	260
"payn"	41
"payout"	31
"payrol"	59
"pbs"	28
"pdf"	37
"pdt"	43
"pdx"	22
"pea"	81
"peac"	511
"peach"	61
"peak"	148
"peanut"	123
"pear"	34
"pearc"	25
"pearl"	117
"pecan"	38
"peculiar"	23
"pedal"	44
"pedestrian"	54
"pediatr"	28
"pee"	66
"peek"	68
"peel"	122
"peep"	124
"peer"	107
"peg"	25
"peggi"	28
"pen"	185
"penalti"	178
"pencil"	76
"pend"	64
"penetr"	34
"penguin"	62
"peni"	29
"peninsula"	38
"penn"	117
"penni"	94
"pennsylvania"	120
"pension"	167
"pentagon"	39
"peopl"	8346
"pep"	27
"pepper"	327
"pepsi"	38
"per"	828
"perceiv"	73
"percent"	1785
"percentag"	161
"percept"	83
"perch"	29
"perenni"	29
"perez"	38
"perfect"	1258
"perform"	1305
"perfum"	40
"perhap"	702
"peril"	28
"perimet"	33
"period"	581
"perish"	36
"perk"	43
"perkin"	34
"perman"	156
"permiss"	101
"permit"	157
"perpetr"	22
"perpetu"	48
"perri"	155
"persecut"	34
"persever"	29
"persist"	94
"person"	2898
"persona"	25
"personnel"	105
"perspect"	201
"persuad"	51
"persuas"	41
"pet"	246
"petal"	30
"pete"	77
"peter"	344
"peterson"	42
"petit"	108
"petti"	48
"pew"	27
"peyton"	89
"pga"	29
"pge"	39
"pharmaceut"	27
"pharmaci"	41
"phase"	150
"phd"	30
"phenomen"	47
"phenomenon"	44
"phil"	112
"philadelphia"	205
"philip"	70
"philippin"	52
"philli"	170
"phillip"	108
"philosoph"	44
"philosophi"	107
"phoenix"	229
"phone"	1332
"photo"	1076
"photograph"	339
"photographi"	109
"photoshoot"	26
"photoshop"	33
"phrase"	121
"physic"	476
"physician"	83
"pianist"	34
"piano"	130
"pic"	471
"pick"	1625
"pickl"	71
"pickup"	106
"picnic"	55
"pictur"	1325
"pie"	235
"piec"	1120
"pier"	53
"pierc"	103
"pierr"	36
"pig"	120
"pigeon"	31
"pike"	32
"pile"	158
"pill"	104
"pillow"	108
"pilot"	165
"pimp"	30
"pin"	149
"pinch"	65
"pine"	93
"pineappl"	39
"ping"	26
"pink"	286
"pinnacl"	27
"pinot"	30
"pint"	76
"pinterest"	96
"pioneer"	80
"pipe"	140
"pipelin"	88
"pirat"	140
"piss"	180
"pistol"	43
"pit"	100
"pitch"	483
"pitcher"	152
"piti"	51
"pitt"	43
"pittsburgh"	126
"pizza"	381
"place"	3265
"placement"	46
"plagu"	46
"plain"	263
"plaintiff"	37
"plan"	2719
"plane"	296
"planet"	214
"plank"	29
"planner"	54
"plant"	782
"plaqu"	31
"plaster"	25
"plastic"	222
"plate"	372
"platform"	129
"plausibl"	25
"play"	5018
"player"	1521
"playground"	59
"playin"	32
"playlist"	36
"playoff"	438
"playwright"	23
"plaza"	109
"plea"	84
"plead"	139
"pleas"	2170
"pleasant"	134
"pleasur"	246
"pledg"	110
"plenti"	390
"plot"	274
"plow"	33
"pls"	61
"plug"	100
"plum"	25
"plumb"	25
"plung"	52
"plus"	567
"plz"	90
"pneumonia"	27
"pocket"	207
"pod"	37
"podcast"	92
"podium"	23
"poem"	177
"poet"	97
"poetic"	29
"poetri"	132
"point"	2990
"pointer"	64
"pointless"	55
"pois"	44
"poison"	112
"poke"	60
"poker"	73
"poland"	31
"polar"	65
"pole"	102
"poli"	31
"polic"	1768
"polici"	548
"polish"	130
"polit"	1143
"politician"	181
"poll"	248
"pollen"	28
"pollut"	88
"pond"	66
"ponder"	73
"pong"	25
"poni"	39
"poo"	26
"pool"	345
"poop"	63
"poor"	521
"pop"	516
"popcorn"	77
"pope"	49
"poppi"	27
"poppin"	26
"popul"	319
"popular"	453
"porch"	75
"pore"	25
"pork"	163
"porn"	69
"port"	154
"portabl"	41
"portal"	32
"porter"	66
"portfolio"	90
"portion"	150
"portland"	559
"portrait"	76
"portray"	108
"portug"	28
"pose"	161
"posit"	1195
"possess"	232
"possibl"	1370
"post"	2350
"postal"	30
"postcard"	37
"postdispatch"	43
"poster"	139
"postpon"	31
"postseason"	78
"postur"	23
"pot"	257
"potato"	230
"potenti"	577
"potter"	98
"potti"	45
"pound"	367
"pour"	300
"poverti"	121
"powder"	171
"powel"	73
"power"	1615
"powerhous"	32
"ppl"	245
"practic"	994
"practition"	35
"prairi"	30
"prais"	208
"prank"	40
"pray"	412
"prayer"	319
"pre"	49
"preach"	87
"preacher"	30
"precaut"	23
"preced"	71
"precinct"	42
"precious"	112
"precis"	121
"predat"	73
"predecessor"	37
"predict"	287
"predomin"	26
"prefer"	433
"pregam"	22
"pregnanc"	123
"pregnant"	172
"preheat"	54
"prejudic"	30
"preliminari"	62
"prematur"	41
"premier"	163
"premis"	51
"premium"	102
"prep"	162
"prepar"	817
"pres"	26
"preschool"	37
"prescrib"	36
"prescript"	78
"preseason"	42
"presenc"	219
"present"	1182
"preserv"	194
"presid"	1513
"presidenti"	198
"press"	680
"pressur"	384
"prestigi"	31
"presum"	74
"presumpt"	23
"pretend"	179
"pretti"	1953
"prettiest"	23
"pretzel"	31
"prevail"	52
"preval"	24
"prevent"	427
"preview"	88
"previous"	679
"prey"	35
"price"	1201
"priceless"	40
"pride"	171
"priest"	105
"primari"	284
"primarili"	84
"prime"	209
"primer"	30
"princ"	146
"princess"	114
"princeton"	52
"princip"	165
"principl"	135
"print"	457
"printer"	42
"prior"	189
"prioriti"	185
"prison"	406
"privaci"	102
"privat"	587
"privileg"	102
"prize"	312
"pro"	212
"prob"	82
"probabl"	1436
"probat"	64
"probe"	46
"problem"	1691
"problemat"	25
"procedur"	157
"proceed"	219
"process"	995
"processor"	53
"proclaim"	50
"procrastin"	42
"produc"	781
"product"	1453
"prof"	54
"profess"	76
"profession"	482
"professor"	251
"profici"	25
"profil"	254
"profit"	322
"profound"	70
"program"	1602
"programm"	79
"progress"	388
"prohibit"	109
"project"	1664
"prolif"	32
"prolli"	24
"prolong"	26
"prom"	113
"promin"	94
"promis"	628
"promo"	77
"promot"	533
"prompt"	152
"prone"	28
"pronounc"	80
"proof"	145
"prop"	109
"propaganda"	43
"propel"	39
"proper"	342
"properti"	529
"prophet"	74
"proport"	51
"propos"	640
"proposit"	60
"pros"	39
"prose"	38
"prosecut"	123
"prosecutor"	317
"prospect"	182
"prosper"	87
"prostitut"	56
"protagonist"	43
"protect"	698
"protein"	133
"protest"	359
"protocol"	25
"prototyp"	32
"proud"	546
"prove"	394
"proven"	96
"proverb"	69
"provid"	1411
"provinc"	35
"provis"	102
"provoc"	28
"provok"	38
"proxim"	27
"psalm"	63
"pst"	22
"psych"	48
"psychiatrist"	28
"psycholog"	107
"psychologist"	40
"pts"	30
"pub"	179
"public"	2025
"publish"	739
"puck"	60
"pud"	69
"puerto"	47
"puff"	35
"pujol"	65
"puke"	26
"pull"	865
"puls"	51
"pump"	217
"pumpkin"	118
"pun"	45
"punch"	297
"punctuat"	28
"pundit"	22
"punish"	152
"punk"	114
"punt"	30
"pup"	29
"pupil"	28
"puppet"	44
"puppi"	115
"purchas"	578
"purdu"	29
"pure"	236
"purg"	28
"purpl"	199
"purpos"	363
"purs"	83
"pursu"	172
"pursuit"	64
"push"	668
"pussi"	81
"put"	3262
"putin"	25
"puzzl"	91
"qaeda"	33
"quad"	29
"quaint"	22
"quak"	47
"qualif"	35
"qualifi"	222
"qualiti"	550
"quantiti"	43
"quarter"	576
"quarterback"	230
"quarterfin"	25
"quartet"	39
"que"	33
"queen"	234
"queri"	65
"quest"	82
"question"	1990
"queue"	31
"quick"	1040
"quicker"	45
"quiet"	331
"quilt"	113
"quinn"	37
"quirk"	22
"quirki"	32
"quit"	1297
"quiz"	39
"quo"	29
"quot"	449
"rabbit"	73
"race"	1023
"rachel"	112
"racial"	72
"racism"	61
"racist"	68
"rack"	134
"racket"	23
"rad"	40
"radar"	64
"radiat"	65
"radic"	99
"radio"	534
"radioact"	30
"rafael"	32
"raffl"	45
"rag"	37
"rage"	120
"raid"	87
"raider"	44
"rail"	137
"railroad"	67
"railway"	25
"rain"	652
"rainbow"	82
"raini"	82
"rais"	996
"raisin"	38
"rake"	23
"ralli"	212
"ralph"	67
"ram"	147
"rambl"	36
"ramirez"	36
"ramon"	32
"ramp"	69
"rampant"	23
"ramsey"	30
"ran"	444
"ranch"	88
"randal"	22
"randi"	96
"random"	373
"rang"	483
"ranger"	180
"rank"	308
"rant"	87
"rap"	114
"rape"	110
"rapid"	121
"rapper"	71
"rare"	403
"rash"	32
"raspberri"	58
"rat"	87
"ratchet"	24
"rate"	1106
"rather"	1001
"ratio"	62
"ration"	75
"rattl"	40
"rave"	50
"raven"	162
"ravi"	27
"raw"	184
"ray"	206
"raymond"	40
"razor"	28
"rbi"	80
"rbis"	53
"reach"	983
"react"	86
"reaction"	236
"reactor"	39
"read"	2894
"reader"	495
"readi"	1532
"readili"	40
"reagan"	59
"real"	1970
"realis"	124
"realist"	97
"realiti"	456
"realiz"	952
"realli"	5710
"reallif"	22
"realm"	53
"realtor"	38
"reap"	33
"rear"	94
"reason"	1590
"reassess"	26
"reassur"	43
"rebat"	26
"rebecca"	56
"rebel"	68
"rebellion"	23
"rebound"	200
"rebuild"	84
"rec"	46
"recal"	307
"recap"	46
"receipt"	45
"receiv"	1285
"recent"	1497
"recept"	137
"recess"	158
"recip"	521
"recipi"	58
"recit"	44
"reckless"	48
"reckon"	33
"reclaim"	27
"recogn"	340
"recognis"	36
"recognit"	86
"recollect"	26
"recommend"	624
"reconsid"	25
"record"	1526
"recount"	37
"recov"	221
"recoveri"	183
"recreat"	135
"recruit"	214
"recur"	30
"recycl"	152
"red"	1241
"redeem"	35
"redefin"	23
"redempt"	46
"redesign"	36
"redevelop"	44
"redo"	23
"redskin"	40
"reduc"	504
"reduct"	102
"redwood"	32
"reed"	92
"reel"	47
"reelect"	77
"rees"	33
"ref"	62
"refer"	560
"refere"	33
"referenc"	23
"referendum"	46
"referr"	31
"refil"	28
"refin"	77
"reflect"	396
"reform"	253
"refrain"	27
"refresh"	140
"refriger"	107
"refug"	53
"refuge"	37
"refund"	58
"refus"	348
"reg"	24
"regain"	53
"regard"	351
"regardless"	140
"reggi"	24
"regim"	79
"region"	601
"regist"	350
"registr"	120
"registri"	36
"regret"	191
"regul"	298
"regular"	593
"regularseason"	33
"regulatori"	39
"rehab"	65
"rehabilit"	44
"rehears"	126
"reid"	44
"reign"	78
"reimburs"	29
"rein"	27
"reinforc"	66
"reinstat"	27
"reinvent"	26
"reiter"	31
"reject"	251
"rejoic"	45
"relat"	925
"relationship"	685
"relax"	312
"relay"	85
"releas"	1199
"relentless"	32
"relev"	144
"reli"	170
"reliabl"	97
"relic"	23
"relief"	152
"reliev"	91
"religi"	257
"religion"	225
"relish"	32
"reloc"	69
"reluct"	83
"remain"	978
"remaind"	27
"remak"	50
"remark"	204
"remedi"	64
"rememb"	1560
"remind"	643
"reminisc"	51
"remix"	50
"remodel"	46
"remot"	103
"remov"	604
"renaiss"	33
"renam"	32
"render"	66
"rendit"	32
"rene"	27
"renew"	185
"reno"	36
"renov"	102
"renown"	29
"rent"	226
"rental"	153
"reopen"	63
"reorgan"	23
"rep"	285
"repair"	210
"repay"	38
"repeal"	51
"repeat"	404
"repent"	30
"repertoir"	29
"repetit"	39
"replac"	540
"replay"	49
"repli"	308
"replic"	29
"replica"	25
"report"	2275
"repost"	24
"repres"	588
"represent"	52
"repress"	25
"reproduc"	25
"reproduct"	50
"republ"	109
"republican"	740
"reput"	157
"request"	478
"requir"	1049
"reread"	35
"rescu"	142
"research"	852
"resembl"	87
"resent"	49
"reserv"	370
"reservoir"	32
"reset"	29
"resid"	775
"residenti"	76
"residu"	23
"resign"	150
"resili"	37
"resist"	220
"resolut"	147
"resolv"	129
"reson"	54
"resort"	153
"resourc"	420
"respect"	618
"respond"	507
"respons"	993
"rest"	1114
"restart"	32
"restaur"	785
"restor"	222
"restrain"	45
"restraint"	33
"restrict"	175
"restroom"	29
"restructur"	41
"result"	1106
"resum"	156
"resurrect"	65
"retail"	292
"retain"	112
"retard"	39
"rethink"	28
"retir"	455
"retire"	36
"retreat"	78
"retriev"	37
"retro"	38
"retrospect"	26
"return"	1294
"retweet"	239
"reunion"	61
"reunit"	42
"reus"	28
"reuter"	37
"rev"	59
"revamp"	34
"reveal"	368
"revel"	99
"reveng"	59
"revenu"	346
"rever"	46
"revers"	140
"review"	797
"revis"	116
"revisit"	44
"reviv"	84
"revok"	31
"revolut"	118
"revolutionari"	46
"revolv"	47
"reward"	240
"rewrit"	33
"rex"	26
"rey"	48
"reynold"	41
"rhetor"	64
"rhode"	38
"rhp"	42
"rhyme"	53
"rhythm"	81
"rib"	95
"ribbon"	157
"rice"	265
"rich"	440
"richard"	284
"richardson"	54
"richer"	30
"richest"	27
"richmond"	76
"rick"	213
"ricki"	48
"rico"	41
"rid"	125
"ride"	712
"rider"	95
"ridg"	86
"ridicul"	215
"riff"	28
"rifl"	66
"rig"	51
"right"	5806
"righteous"	51
"righthand"	51
"rigor"	39
"rihanna"	35
"riley"	71
"rim"	71
"ring"	361
"rins"	31
"rio"	43
"riot"	88
"rip"	336
"ripe"	45
"rippl"	36
"rise"	528
"risen"	52
"risk"	550
"riski"	32
"rita"	27
"rite"	54
"ritual"	58
"rival"	136
"rivalri"	46
"river"	569
"rivera"	35
"riversid"	25
"road"	1251
"roadway"	31
"roam"	38
"roar"	53
"roast"	182
"rob"	201
"robber"	30
"robberi"	78
"robe"	26
"robert"	491
"robertson"	40
"robin"	86
"robinson"	99
"robot"	88
"robust"	42
"roc"	29
"rochest"	45
"rock"	1084
"rocker"	39
"rocket"	103
"rocki"	179
"rockin"	52
"rod"	46
"rode"	50
"rodger"	40
"rodney"	25
"rodriguez"	58
"roger"	154
"rogu"	28
"roland"	23
"role"	704
"roll"	763
"roller"	90
"rollin"	32
"roman"	148
"romanc"	106
"romant"	155
"rome"	59
"romney"	502
"ron"	164
"ronald"	53
"rondo"	35
"ronni"	33
"roof"	166
"rooftop"	33
"rooki"	128
"room"	1806
"roommat"	75
"roosevelt"	48
"rooster"	25
"root"	322
"rope"	72
"rosa"	33
"rose"	557
"rosemari"	36
"rosi"	35
"ross"	111
"roster"	119
"rot"	32
"rotat"	122
"roth"	36
"rotten"	31
"rough"	295
"round"	798
"roundup"	23
"rout"	288
"routin"	191
"row"	358
"roy"	139
"royal"	189
"royalti"	51
"rsvp"	33
"rts"	76
"rub"	131
"rubber"	73
"rubi"	44
"rude"	94
"rudi"	28
"rug"	86
"ruin"	221
"rule"	1039
"ruler"	37
"rum"	33
"rumbl"	34
"rumor"	127
"run"	3347
"runner"	170
"runway"	37
"rural"	122
"rush"	364
"rusher"	22
"russ"	23
"russel"	130
"russia"	107
"russian"	129
"russo"	49
"rust"	28
"rusti"	39
"rustic"	25
"rutger"	106
"ruth"	41
"ruthless"	33
"ryan"	373
"rye"	45
"sac"	24
"sack"	82
"sacr"	72
"sacramento"	150
"sacrif"	32
"sacrific"	140
"sad"	836
"saddl"	36
"safari"	31
"safe"	629
"safer"	57
"safeti"	462
"sag"	33
"saga"	30
"sage"	46
"said"	15388
"sail"	78
"sailor"	40
"saint"	189
"sake"	107
"salad"	262
"salari"	199
"sale"	1110
"salem"	52
"salli"	36
"salmon"	86
"salon"	84
"salsa"	68
"salt"	384
"salti"	47
"salut"	49
"salvag"	32
"salvat"	56
"sam"	215
"same"	2978
"samesex"	58
"sampl"	255
"samuel"	58
"san"	1014
"sanchez"	66
"sanction"	67
"sanctuari"	41
"sand"	166
"sander"	48
"sandi"	65
"sandra"	33
"sanduski"	30
"sandwich"	256
"sang"	93
"sanit"	24
"saniti"	27
"sank"	31
"santa"	256
"santana"	31
"santiago"	26
"santorum"	179
"sap"	29
"sara"	48
"sarah"	167
"sarcasm"	29
"sarcast"	40
"sarkozi"	41
"sassi"	25
"sat"	451
"satan"	53
"satellit"	48
"satir"	24
"satisfact"	50
"satisfi"	176
"satur"	52
"saturday"	1257
"sauc"	315
"saucepan"	27
"saudi"	42
"sausag"	91
"saut"	33
"saute"	25
"sauvignon"	25
"savag"	42
"save"	1174
"savior"	37
"savori"	23
"savvi"	27
"saw"	1457
"say"	8017
"sayin"	69
"scale"	174
"scallop"	36
"scam"	38
"scan"	100
"scandal"	129
"scar"	67
"scarc"	25
"scare"	331
"scarf"	48
"scari"	168
"scatter"	72
"scenario"	111
"scene"	662
"sceneri"	27
"scenic"	23
"scent"	72
"schedul"	683
"scheme"	117
"scholar"	93
"scholarship"	121
"school"	4477
"scienc"	435
"scientif"	93
"scientist"	166
"scifi"	31
"scissor"	33
"scoop"	68
"scooter"	25
"scope"	57
"score"	1010
"scoreless"	39
"scorer"	46
"scotch"	29
"scotland"	62
"scott"	350
"scottish"	50
"scottsdal"	64
"scout"	159
"scrambl"	59
"scrap"	112
"scrapbook"	56
"scrape"	42
"scratch"	139
"scream"	312
"screen"	500
"screenplay"	29
"screw"	141
"script"	136
"scriptur"	76
"scroll"	55
"scrub"	40
"scrutini"	38
"sculptur"	78
"sea"	333
"seafood"	60
"seahawk"	27
"seal"	132
"seam"	50
"seamless"	23
"sean"	111
"sear"	67
"search"	635
"season"	2676
"seat"	689
"seattl"	270
"seau"	53
"sec"	108
"second"	2259
"secondari"	61
"secondround"	32
"secreci"	23
"secret"	498
"secretari"	162
"section"	382
"sector"	137
"secular"	39
"secur"	759
"see"	7894
"seed"	328
"seek"	542
"seeker"	31
"seem"	2388
"seen"	1432
"segment"	98
"seiz"	98
"seizur"	26
"seldom"	34
"select"	560
"selena"	23
"self"	347
"selfdefens"	23
"selfish"	76
"selfpublish"	41
"sell"	808
"seller"	72
"semest"	117
"semi"	29
"semifin"	64
"seminar"	65
"sen"	197
"senat"	504
"send"	1060
"sendak"	23
"senior"	624
"sens"	876
"sensat"	72
"sensibl"	60
"sensit"	127
"sensor"	33
"sent"	709
"sentenc"	393
"sentiment"	168
"seo"	28
"separ"	370
"sept"	202
"septemb"	285
"sequel"	50
"sequenc"	76
"seren"	43
"sergeant"	26
"seri"	1125
"serial"	45
"serious"	1163
"sermon"	32
"serv"	1310
"servant"	57
"server"	128
"servic"	1863
"sesam"	34
"session"	531
"set"	2387
"setback"	40
"seth"	42
"seton"	26
"settl"	299
"settlement"	112
"setup"	64
"seven"	592
"seventh"	126
"sever"	1477
"sew"	165
"sewer"	35
"sex"	424
"sexi"	267
"sexual"	334
"sgt"	56
"shack"	24
"shade"	169
"shadi"	27
"shadow"	174
"shake"	270
"shaken"	32
"shaker"	46
"shakespear"	70
"shaki"	25
"shall"	324
"shallow"	50
"shame"	224
"shameless"	36
"shampoo"	28
"shane"	30
"shank"	27
"shannon"	46
"shape"	401
"shapiro"	23
"share"	1985
"sharehold"	68
"shark"	93
"sharon"	53
"sharp"	187
"sharpli"	30
"shatter"	42
"shave"	105
"shaw"	47
"shawn"	49
"she"	9875
"shea"	25
"shed"	216
"sheen"	37
"sheep"	52
"sheer"	54
"sheet"	205
"sheila"	28
"shelbi"	23
"sheldon"	35
"shelf"	74
"shell"	214
"shelley"	29
"shelter"	153
"shelv"	75
"shepherd"	45
"sheriff"	157
"sherri"	31
"shes"	979
"shi"	107
"shield"	68
"shift"	359
"shimmer"	30
"shine"	182
"shini"	59
"ship"	407
"shirley"	24
"shirt"	356
"shit"	969
"shitti"	54
"shock"	320
"shoe"	490
"shook"	69
"shoot"	793
"shooter"	58
"shop"	1073
"shopper"	54
"shore"	151
"short"	1201
"shortag"	50
"shorten"	41
"shorter"	63
"shortfal"	33
"shortstop"	30
"shortterm"	34
"shot"	1156
"shotgun"	37
"should"	4340
"shoulda"	24
"shoulder"	252
"shouldnt"	307
"shouldv"	51
"shout"	393
"shoutout"	122
"shove"	46
"shovel"	29
"show"	4762
"showcas"	130
"shower"	269
"shown"	213
"showroom"	23
"shred"	65
"shrimp"	94
"shrink"	63
"shrug"	44
"sht"	29
"shuffl"	61
"shut"	373
"shutdown"	22
"shutout"	29
"shutter"	35
"shuttl"	77
"sibl"	53
"sick"	549
"side"	1638
"sidebar"	24
"sidelin"	67
"sidewalk"	78
"sierra"	70
"sift"	40
"sigh"	166
"sight"	240
"sign"	1537
"signal"	148
"signatur"	146
"signific"	414
"silenc"	149
"silent"	163
"silhouett"	26
"silicon"	46
"silk"	56
"silli"	154
"silver"	189
"sim"	33
"similar"	597
"simmer"	69
"simmon"	43
"simon"	116
"simpl"	612
"simpler"	22
"simpli"	680
"simplic"	38
"simplifi"	33
"simpson"	71
"simul"	34
"simultan"	59
"sin"	214
"sinc"	2959
"sincer"	86
"sing"	623
"singapor"	48
"singer"	259
"singh"	25
"singl"	1038
"singular"	26
"sink"	132
"sinner"	26
"sip"	103
"sir"	211
"siren"	42
"siri"	26
"sis"	84
"sister"	719
"sit"	1259
"site"	1044
"situat"	642
"six"	901
"sixer"	31
"sixteen"	26
"sixth"	159
"size"	585
"sizzl"	22
"skate"	108
"skateboard"	35
"skeleton"	22
"skeptic"	80
"sketch"	126
"ski"	82
"skill"	475
"skillet"	53
"skin"	352
"skinni"	84
"skip"	191
"skirt"	116
"skittl"	30
"skull"	43
"sky"	292
"skylin"	28
"skype"	78
"slack"	34
"slam"	105
"slap"	109
"slash"	55
"slate"	64
"slaughter"	41
"slave"	67
"slaveri"	50
"slay"	57
"sleep"	1236
"sleepi"	85
"sleev"	84
"slept"	101
"slice"	279
"slick"	42
"slide"	161
"slider"	41
"slight"	389
"slim"	52
"slip"	178
"slipperi"	25
"slogan"	29
"slope"	48
"sloppi"	34
"slot"	108
"slow"	452
"slower"	57
"slowli"	256
"slug"	28
"slump"	43
"slut"	35
"smack"	65
"small"	1513
"smaller"	244
"smallest"	37
"smart"	320
"smarter"	40
"smartphon"	67
"smash"	113
"smell"	376
"smh"	208
"smile"	755
"smiley"	24
"smith"	500
"smoke"	434
"smoker"	41
"smoki"	28
"smooth"	215
"smoothi"	43
"snack"	162
"snag"	31
"snake"	70
"snap"	180
"snatch"	29
"sneak"	108
"sneaker"	34
"snippet"	29
"snl"	34
"snoop"	23
"snow"	455
"snowflak"	29
"snuggl"	33
"snyder"	53
"soak"	105
"soap"	81
"soar"	73
"sob"	28
"sober"	50
"socal"	112
"soccer"	226
"social"	1093
"socialist"	51
"societi"	498
"sock"	98
"soda"	99
"sodium"	50
"sofa"	31
"soft"	288
"softbal"	75
"soften"	58
"softer"	22
"softwar"	168
"soil"	111
"solar"	143
"sold"	471
"soldier"	207
"sole"	113
"solid"	248
"solidar"	30
"solo"	189
"solomon"	30
"solut"	314
"solv"	151
"some"	9997
"somebodi"	337
"someday"	139
"somehow"	250
"someon"	2235
"someth"	3544
"somethin"	41
"sometim"	1343
"somewhat"	195
"somewher"	333
"son"	1048
"song"	1647
"songwrit"	42
"soni"	37
"sonic"	58
"sonoma"	33
"soo"	132
"soon"	1736
"sooner"	104
"sooth"	47
"sopa"	24
"sophi"	31
"sophia"	27
"sophist"	77
"sophomor"	113
"sore"	146
"soror"	23
"sorri"	1045
"sorrow"	54
"sort"	637
"sorta"	24
"sought"	108
"soul"	427
"sound"	1622
"soundtrack"	52
"soup"	254
"sour"	96
"sourc"	543
"south"	901
"southeast"	76
"southern"	260
"southwest"	94
"soviet"	57
"sow"	27
"sox"	124
"soy"	38
"spa"	75
"space"	990
"spaghetti"	50
"spain"	115
"spam"	114
"span"	91
"spanish"	186
"spank"	29
"spare"	114
"spark"	167
"sparkl"	86
"spartan"	35
"speak"	1024
"speaker"	265
"spear"	38
"speci"	123
"special"	1337
"specialist"	107
"specialti"	73
"specif"	467
"specifi"	46
"spectacl"	28
"spectacular"	75
"spectat"	30
"spectrum"	51
"specul"	109
"speech"	332
"speechless"	22
"speed"	355
"speedi"	25
"spell"	200
"spellbind"	24
"spencer"	84
"spend"	1194
"spent"	791
"spi"	76
"spice"	162
"spici"	94
"spider"	64
"spiderman"	25
"spike"	74
"spill"	137
"spin"	145
"spinach"	54
"spine"	27
"spiral"	45
"spirit"	505
"spiritu"	203
"spit"	53
"spite"	60
"splash"	57
"splendid"	26
"split"	215
"spoil"	91
"spoiler"	40
"spoke"	275
"spoken"	95
"spokesman"	309
"spokesperson"	31
"spokeswoman"	184
"spong"	35
"sponsor"	283
"sponsorship"	30
"spontan"	42
"spoon"	110
"sport"	839
"spot"	783
"spotifi"	28
"spotlight"	71
"spous"	57
"sprain"	38
"sprawl"	31
"spray"	123
"spread"	426
"spree"	40
"spring"	938
"springfield"	47
"springsteen"	47
"sprinkl"	114
"sprint"	48
"sprout"	48
"spur"	118
"squad"	101
"squar"	444
"squarefoot"	59
"squash"	63
"squat"	22
"squeez"	119
"squirrel"	42
"sri"	35
"stab"	84
"stabil"	98
"stabl"	69
"stack"	123
"stadium"	340
"staf"	41
"staff"	640
"staffer"	40
"stage"	649
"stagger"	29
"stain"	82
"stair"	108
"stake"	126
"stalk"	74
"stalker"	28
"stall"	91
"stamp"	438
"stampin"	24
"stan"	56
"stanc"	48
"stand"	1232
"standard"	551
"standout"	48
"standpoint"	24
"standup"	29
"stanford"	106
"stanley"	60
"stanton"	25
"stapl"	73
"star"	1028
"starbuck"	113
"stare"	206
"stark"	90
"starledg"	24
"start"	5310
"starter"	214
"startl"	50
"startup"	104
"starv"	44
"stash"	69
"stat"	99
"state"	4471
"statehous"	26
"statement"	660
"statewid"	68
"station"	540
"statist"	164
"statu"	74
"status"	326
"statut"	37
"stay"	1732
"steadi"	113
"steadili"	42
"steak"	166
"steakhous"	32
"steal"	241
"steam"	125
"steel"	124
"steeler"	66
"steep"	64
"steer"	47
"stein"	22
"stellar"	40
"stem"	113
"step"	1069
"stephani"	52
"stephen"	170
"stereo"	34
"stereotyp"	60
"sterl"	31
"stern"	59
"steroid"	44
"steve"	388
"steven"	158
"stevenson"	25
"stevi"	30
"stew"	40
"stewart"	133
"stick"	454
"sticker"	107
"sticki"	61
"stiff"	42
"still"	5146
"stimul"	55
"stimulus"	48
"sting"	48
"stink"	54
"stint"	36
"stir"	226
"stitch"	126
"stock"	562
"stoke"	93
"stole"	101
"stolen"	122
"stomach"	134
"stomp"	33
"stone"	339
"stood"	259
"stool"	30
"stoop"	24
"stop"	2342
"storag"	116
"store"	1262
"stori"	2406
"storm"	327
"storylin"	35
"storytel"	55
"stoudemir"	31
"stout"	67
"stove"	42
"straight"	538
"straighten"	30
"straightforward"	41
"strain"	120
"strand"	62
"strang"	284
"stranger"	175
"strap"	71
"strateg"	88
"strategi"	277
"straw"	56
"strawberri"	148
"stray"	57
"streak"	148
"stream"	215
"street"	1348
"strength"	332
"strengthen"	70
"stress"	384
"stretch"	296
"strickland"	25
"strict"	99
"stride"	40
"strike"	338
"strikeout"	31
"string"	165
"strip"	232
"stripe"	58
"stripper"	24
"strive"	82
"stroke"	102
"stroll"	50
"strong"	893
"stronger"	163
"strongest"	60
"struck"	224
"structur"	264
"struggl"	537
"stuart"	49
"stubborn"	49
"stuck"	333
"stud"	31
"student"	1947
"studi"	994
"studio"	420
"stuf"	114
"stuff"	1158
"stumbl"	106
"stump"	25
"stun"	141
"stunt"	26
"stupid"	474
"sturdi"	32
"style"	660
"stylish"	34
"stylist"	37
"sub"	74
"subject"	427
"submiss"	92
"submit"	214
"subpoena"	22
"subscrib"	94
"subscript"	54
"subsequ"	87
"subsid"	32
"subsidi"	57
"subsidiari"	28
"substanc"	104
"substanti"	100
"substitut"	95
"subtitl"	25
"subtl"	83
"suburb"	86
"suburban"	76
"subway"	66
"succeed"	196
"success"	1195
"successor"	36
"succumb"	22
"such"	2797
